brine_in_p,brine_in_t,brine_out_q,R134aPumpSpeed,AmbientTemp,gross,net
879.771028928,420.15,0.170848253376288,929.0,278.48333333333335,9915.142602651624,8652.01778557295
879.771028928,420.15,0.170974433770214,929.0,278.7611111111112,9870.088834963657,8608.677432739203
879.771028928,420.15,0.170974433770214,925.0,279.09444444444443,9785.484477890417,8538.38795477608
879.771028928,420.15,0.171163704361104,918.0,279.48333333333335,9676.477173829991,8453.04714365271
879.771028928,420.15,0.17110061416414,918.0,279.48333333333335,9674.573825756264,8451.143795578982
879.771028928,420.15,0.171037523967177,918.0,276.98333333333335,10112.8719673196,8874.42074663043
879.771028928,420.094444444444,0.170974433770214,918.0,273.81666666666666,10651.529422420514,9396.133435644919
879.771028928,420.094444444444,0.170911343573251,918.0,271.0388888888889,10776.53892456395,9517.446291705703
879.771028928,420.094444444444,0.171037523967177,918.0,269.81666666666666,10780.79381318487,9521.701180326621
879.771028928,420.094444444444,0.170974433770214,918.0,268.3722222222222,10778.667251366496,9519.574618508248
879.0815532,420.094444444444,0.170974433770214,918.0,266.9277777777778,10778.667251366496,9519.574618508248
879.0815532,420.094444444444,0.170974433770214,918.0,266.42777777777775,10778.667251366496,9519.574618508248
879.0815532,420.094444444444,0.170911343573251,918.0,266.15,10776.538924564213,9517.446291705965
872.18679592,420.038888888889,0.170974433770214,919.0,265.09444444444443,10779.833669472264,9517.687005661695
870.807844464,420.038888888889,0.170911343573251,919.0,263.5388888888889,10777.699252621693,9515.552588811124
869.428893008,420.038888888889,0.17110061416414,920.0,263.09444444444443,10790.837165409986,9525.631908431813
868.73941728,419.983333333333,0.17110061416414,920.0,262.65000000000003,10785.219103434712,9520.013846456535
870.118368736,419.983333333333,0.17110061416414,920.0,261.59444444444443,10785.219103434712,9520.013846456535
870.807844464,419.983333333333,0.170911343573251,921.0,260.7055555555556,10785.48085484156,9517.212439496878
872.18679592,420.038888888889,0.170911343573251,924.0,260.15000000000003,10810.988702054612,9533.503390577329
872.876271648,420.038888888889,0.170848253376288,924.0,260.7611111111111,10808.820260230435,9531.334948753152
874.255223104,420.038888888889,0.170911343573251,924.0,266.2611111111112,10810.988702054883,9533.5033905776
874.944698832,420.094444444444,0.170848253376288,924.0,270.09444444444443,10814.481106606492,9536.995795129209
876.323650288,420.094444444444,0.170532802391472,923.0,273.5388888888889,10716.933876245348,9444.858227217554
876.323650288,420.094444444444,0.170406621997545,923.0,276.15,10265.544330128452,9007.175072625061
875.63417456,420.15,0.170343531800582,923.0,278.2611111111111,9899.759045074441,8653.632802009082
875.63417456,420.15,0.170785163179324,923.0,280.3722222222222,9540.508345484977,8307.667764102454
874.944698832,420.15,0.170469712194509,923.0,280.59444444444443,9491.617801781127,8260.236527207346
874.944698832,420.094444444444,0.170532802391472,923.0,278.7611111111112,9812.411874131922,8569.33785730604
874.255223104,420.094444444444,0.170722072982361,923.0,276.53888888888895,10208.197182095446,8952.005056943206
874.255223104,420.094444444444,0.170469712194509,923.0,273.2611111111111,10761.49083511681,9488.050247801712
873.565747376,420.094444444444,0.170532802391472,922.0,270.09444444444443,10790.444536440818,9519.10839454687
873.565747376,420.094444444444,0.170595892588435,922.0,267.8722222222222,10792.609316677564,9521.273174783617
874.255223104,420.094444444444,0.170532802391472,922.0,266.2611111111112,10790.444536440233,9519.10839454629
874.255223104,420.038888888889,0.170406621997545,922.0,266.2055555555555,10780.472994509577,9509.13685261563
874.255223104,420.038888888889,0.170595892588435,923.0,265.0388888888889,10793.566182618888,9519.157743008847
874.944698832,420.038888888889,0.170469712194509,924.0,263.2611111111111,10795.77041087973,9518.28509940245
876.323650288,420.038888888889,0.170469712194509,923.0,263.48333333333335,10789.221950687112,9514.813511077067
877.013126016,420.038888888889,0.170343531800582,923.0,262.98333333333335,10784.870230085195,9510.46179047515
877.702601744,420.038888888889,0.170469712194509,923.0,262.5388888888889,10789.221950687112,9514.813511077067
877.702601744,420.038888888889,0.170280441603619,923.0,262.5388888888889,10782.691550334735,9508.283110724693
878.392077472,420.038888888889,0.170406621997545,922.0,261.7055555555555,10780.472994509304,9509.136852615356
879.0815532,420.038888888889,0.170406621997545,923.0,260.4277777777778,10787.04702870779,9512.638589097749
879.0815532,420.094444444444,0.170406621997545,923.0,259.7611111111111,10792.695151636228,9518.286712026184
879.771028928,420.094444444444,0.170532802391472,912.0,260.59444444444443,10722.727812835996,9481.86372622509
880.460504656,420.094444444444,0.170722072982361,909.0,264.3722222222222,10708.060579382342,9476.249417592766
881.149980384,420.15,0.170974433770214,910.0,270.31666666666666,10728.908560319118,9494.084293289188
881.149980384,420.15,0.170658982785398,917.0,272.37222222222226,10766.815431698658,9510.772270560858
881.839456112,420.205555555556,0.170722072982361,919.0,276.0388888888889,10279.465699482753,9032.679528909186
881.839456112,420.205555555556,0.170722072982361,919.0,277.2611111111111,10066.263435055153,8826.378341999354
882.52893184,420.205555555556,0.170658982785398,919.0,278.3166666666667,9878.850692624968,8645.205118240838
882.52893184,420.15,0.170722072982361,919.0,278.98333333333335,9758.062121092453,8528.491003448406
883.218407568,420.15,0.170722072982361,918.0,279.03888888888895,9741.62653104867,8515.41972993196
883.218407568,420.15,0.170658982785398,918.0,275.7055555555556,10323.096774532158,9077.528788897018
883.907883296,420.15,0.170658982785398,918.0,272.48333333333335,10773.596178205436,9514.503545347192
883.907883296,420.094444444444,0.170532802391472,918.0,270.59444444444443,10763.731652619446,9504.639019761202
883.907883296,420.094444444444,0.170785163179324,918.0,268.81666666666666,10772.276958426497,9513.184325568254
883.907883296,420.094444444444,0.170658982785398,918.0,268.3722222222222,10768.007879551373,9508.91524669313
883.907883296,420.038888888889,0.170658982785398,918.0,268.65,10762.416826419083,9503.324193560838
883.907883296,420.038888888889,0.170658982785398,918.0,267.8722222222222,10762.41682641855,9503.324193560307
883.218407568,420.038888888889,0.170532802391472,918.0,266.2611111111112,10758.141004837897,9499.048371979654
882.52893184,420.038888888889,0.170658982785398,919.0,266.98333333333335,10769.143681795975,9506.997017985408
881.839456112,419.983333333333,0.170595892588435,919.0,266.53888888888895,10761.39523102251,9499.248567211944
881.839456112,419.983333333333,0.170658982785398,920.0,265.3722222222222,10770.222394180339,9505.017137202167
882.52893184,419.983333333333,0.170722072982361,920.0,263.92777777777775,10772.370206212207,9507.164949234033
883.218407568,419.983333333333,0.170722072982361,920.0,263.15,10772.370206212207,9507.164949234033
884.597359024,419.983333333333,0.170658982785398,922.0,262.65000000000003,10783.49528604058,9512.159144146635
885.286834752,420.038888888889,0.170658982785398,924.0,262.98333333333335,10802.303761946798,9524.818450469516
885.97631048,420.038888888889,0.170911343573251,924.0,262.9277777777778,10810.988702054876,9533.503390577594
886.665786208,420.038888888889,0.170722072982361,923.0,269.2055555555555,10797.90296162366,9523.49452201362
886.665786208,420.094444444444,0.170658982785398,923.0,271.8166666666667,10801.384201674568,9526.975762064525
885.97631048,420.094444444444,0.170658982785398,923.0,275.8166666666667,10331.605260266537,9071.397941481968
885.97631048,420.094444444444,0.170595892588435,923.0,278.09444444444443,9931.774232662894,8684.643580521943
885.97631048,420.094444444444,0.170595892588435,923.0,280.59444444444443,9490.344119036543,8258.962844462756
885.286834752,420.094444444444,0.170658982785398,922.0,279.7055555555556,9643.057882688878,8408.94301403687
885.286834752,420.094444444444,0.170658982785398,922.0,279.03888888888895,9760.834336231355,8522.51969457746
885.286834752,420.094444444444,0.170658982785398,922.0,278.65,9829.428910013014,8588.712441973898
884.597359024,420.094444444444,0.170722072982361,915.0,277.65000000000003,9960.762518500629,8735.233757662929
884.597359024,420.094444444444,0.170658982785398,916.0,274.5944444444445,10495.221153833778,9249.85076086104
884.597359024,420.094444444444,0.170658982785398,918.0,272.0388888888889,10768.007879551616,9508.915246693376
883.907883296,420.15,0.170595892588435,919.0,270.8166666666667,10778.202032348425,9516.05536853786
883.907883296,420.15,0.170658982785398,919.0,269.65,10780.34581255162,9518.199148741056
883.218407568,420.15,0.170595892588435,920.0,268.98333333333335,10784.913996134077,9519.708739155907
883.218407568,420.15,0.170532802391472,923.0,268.15,10802.688914285687,9528.280474675645
883.218407568,420.15,0.170658982785398,924.0,267.2055555555556,10813.621680619397,9536.136369142116
883.907883296,420.094444444444,0.170532802391472,923.0,266.7611111111111,10797.043406693569,9522.634967083528
883.907883296,420.038888888889,0.170722072982361,922.0,267.48333333333335,10791.29613454402,9519.959992650076
883.218407568,420.038888888889,0.170785163179324,924.0,265.2611111111112,10806.649959235407,9529.164647758127
883.218407568,420.038888888889,0.170658982785398,923.0,265.0388888888889,10795.735501507168,9521.327061897127
882.52893184,420.038888888889,0.170658982785398,923.0,264.3722222222222,10795.735501507705,9521.327061897664
882.52893184,420.038888888889,0.170595892588435,923.0,263.42777777777775,10793.56618261836,9519.15774300832
882.52893184,420.094444444444,0.170658982785398,925.0,264.2611111111111,10814.512029624142,9533.945269143944
881.839456112,420.094444444444,0.170658982785398,925.0,264.2611111111111,10814.512029624411,9533.945269144213
881.839456112,420.094444444444,0.170658982785398,926.0,267.98333333333335,10821.02759399047,9537.37480438691
881.839456112,420.094444444444,0.170658982785398,928.0,271.15,10833.961250437575,9544.122650285764
882.52893184,420.15,0.170658982785398,929.0,273.98333333333335,10690.634354053194,9402.2777574948
882.52893184,420.15,0.170785163179324,929.0,277.0944444444445,10157.348299716998,8885.92884778917
882.52893184,420.15,0.170658982785398,929.0,278.81666666666666,9850.291325318385,8589.22478789678
883.218407568,420.15,0.170658982785398,929.0,280.2611111111112,9594.724836090247,8342.880336331436
883.218407568,420.15,0.170595892588435,929.0,280.2055555555555,9602.618412432861,8350.41011000457
883.218407568,420.15,0.170722072982361,929.0,279.48333333333335,9734.423624636245,8477.552227335696
883.907883296,420.15,0.170595892588435,929.0,278.81666666666666,9848.290655191648,8587.224117770047
883.907883296,420.15,0.170722072982361,929.0,278.09444444444443,9979.664632159465,8714.17156634926
884.597359024,420.15,0.170658982785398,929.0,277.37222222222226,10104.553190524088,8834.756371499987
884.597359024,420.15,0.170595892588435,929.0,276.65000000000003,10228.837267231274,8954.859305587011
885.286834752,420.094444444444,0.170595892588435,929.0,276.7055555555555,10213.695585146372,8940.034900570674
885.286834752,420.038888888889,0.170722072982361,920.0,277.48333333333335,10018.090653575642,8776.463241741909
885.97631048,419.983333333333,0.170722072982361,917.0,278.3722222222222,9836.919712920751,8609.653806256416
886.665786208,419.927777777778,0.170785163179324,914.0,278.92777777777775,9715.863802583815,8501.007606932291
886.665786208,420.038888888889,0.170848253376288,907.0,278.42777777777775,9768.151252830095,8571.164547438826
887.355261936,420.038888888889,0.170658982785398,907.0,277.7055555555555,9889.13274829087,8687.88381402145
888.044737664,420.038888888889,0.170658982785398,908.0,277.0388888888889,10012.566138148688,8804.506791112542
888.734213392,420.038888888889,0.170595892588435,913.0,276.31666666666666,10170.65569279553,8943.559016038238
888.734213392,419.983333333333,0.170658982785398,910.0,275.59444444444443,10271.691984129497,9049.684909596172
889.42368912,419.983333333333,0.170595892588435,891.0,274.92777777777775,10247.652105443394,9078.421292810273
890.113164848,419.927777777778,0.170658982785398,887.0,274.2611111111111,10327.602349362722,9166.683139825096
890.802640576,419.927777777778,0.170658982785398,889.0,273.65,10445.619323766303,9275.905672777631
891.492116304,419.872222222222,0.170658982785398,895.0,273.5388888888889,10503.682388583677,9315.846031098388
892.181592032,419.872222222222,0.170722072982361,891.0,274.48333333333335,10316.70838847285,9145.235178999086
892.181592032,419.816666666667,0.170722072982361,875.0,275.48333333333335,10019.536324817307,8899.270772067292
892.87106776,419.816666666667,0.170722072982361,875.0,276.48333333333335,9848.09039680589,8733.066145131435
893.560543488,419.816666666667,0.170658982785398,875.0,277.0944444444445,9740.873221859634,8629.160867905211
894.250019216,419.872222222222,0.170658982785398,875.0,276.9277777777778,9774.58357665705,8661.959779698456
894.939494944,419.872222222222,0.170658982785398,875.0,276.7611111111111,9803.354821264045,8689.825730872837
894.939494944,419.872222222222,0.170532802391472,875.0,276.2611111111112,9885.833792499821,8769.625702263787
894.939494944,419.872222222222,0.170785163179324,875.0,275.31666666666666,10054.825603168452,8933.707982112312
894.250019216,419.927777777778,0.170722072982361,875.0,274.3722222222222,10218.267794489928,9092.437584713129
893.560543488,419.927777777778,0.170595892588435,875.0,273.48333333333335,10363.642831413465,9233.556872868088
892.87106776,419.927777777778,0.170658982785398,881.0,272.5388888888889,10482.583061555255,9333.309583206084
892.181592032,419.983333333333,0.170785163179324,890.0,271.31666666666666,10560.649756048808,9385.229836822564
891.492116304,419.983333333333,0.170595892588435,901.0,270.0388888888889,10635.972291678227,9428.103056102073
890.802640576,419.983333333333,0.170532802391472,915.0,268.42777777777775,10732.252002883984,9482.294119423863
889.42368912,420.038888888889,0.170532802391472,918.0,267.48333333333335,10758.141004837942,9499.048371979696
882.52893184,419.983333333333,0.170722072982361,917.0,266.48333333333335,10752.204969271394,9496.16180813359
879.771028928,419.983333333333,0.170532802391472,917.0,266.7611111111111,10745.813561238594,9489.770400100795
881.149980384,419.983333333333,0.170785163179324,917.0,266.2055555555555,10754.331884305124,9498.28872316732
881.839456112,420.038888888889,0.170722072982361,917.0,265.65,10757.78763529722,9501.744474159415
882.52893184,420.038888888889,0.170722072982361,917.0,265.09444444444443,10757.787635297485,9501.744474159681
883.218407568,420.038888888889,0.170658982785398,916.0,264.3166666666667,10748.869560775745,9495.871315109669
883.907883296,420.094444444444,0.170595892588435,916.0,262.48333333333335,10752.313384360577,9499.315138694501
885.286834752,420.094444444444,0.170595892588435,915.0,263.2611111111111,10745.488325336664,9495.530441876546
885.97631048,420.094444444444,0.170658982785398,915.0,266.8722222222222,10747.606701720719,9497.648818260603
886.665786208,420.15,0.170722072982361,914.0,272.15,10748.398858033082,9501.476786495856
886.665786208,420.15,0.170722072982361,909.0,274.65,10444.93196131115,9220.978171358523
887.355261936,420.15,0.170722072982361,907.0,274.92777777777775,10383.338525173462,9166.811649783445
887.355261936,420.094444444444,0.170785163179324,907.0,275.8722222222222,10217.402931934857,9005.872237060725
888.044737664,420.094444444444,0.170722072982361,907.0,276.37222222222226,10128.7861408073,8919.983138670523
888.044737664,420.094444444444,0.170595892588435,907.0,277.31666666666666,9960.375197631305,8756.88085366055
888.734213392,420.094444444444,0.170658982785398,907.0,276.37222222222226,10126.826198971134,8918.023196834356
888.734213392,420.094444444444,0.170722072982361,907.0,274.81666666666666,10397.022802495621,9179.921551524223
888.734213392,420.094444444444,0.170658982785398,909.0,273.81666666666666,10579.120239148177,9350.971498698887
888.044737664,420.094444444444,0.170658982785398,916.0,272.8722222222222,10754.43799838826,9501.439752722183
886.665786208,420.094444444444,0.170532802391472,918.0,270.98333333333335,10763.73165261944,9504.639019761196
885.97631048,420.094444444444,0.170658982785398,918.0,268.7055555555555,10768.007879551367,9508.915246693123
885.286834752,420.094444444444,0.170595892588435,918.0,267.7611111111112,10765.870661803683,9506.778028945439
883.907883296,420.094444444444,0.170595892588435,918.0,268.3722222222222,10765.870661803683,9506.778028945439
883.218407568,420.094444444444,0.170595892588435,918.0,266.7055555555555,10765.870661803416,9506.778028945171
