Brine_p,brine_t,brinein_m1,pumpspeed,AmbientT,gross_p,pumpcost,brineout_T
126.0,298.0,181.9899,980.3198,273.0,10354.257,1338.2985,329.6261
126.0,298.0,182.00284,980.3952,273.0,10348.737,1338.2985,329.62732
126.0,298.0,182.15219,981.05365,273.0,10354.257,1338.2985,329.63907
126.0,298.0,181.91507,974.6079,273.0,10351.498,1338.2985,329.63715
126.1,298.0,181.87611,960.04895,273.0,10340.445,1338.2985,329.6158
126.2,298.0,182.07426,980.83844,273.0,10323.823,1338.2985,329.637
126.6,298.0,181.93236,980.6885,273.0,10315.493,1338.2985,329.6246
127.0,297.9,182.27995,947.8479,273.03888,10288.29,1338.1388,329.66382
127.40001,297.9,181.92496,948.3289,273.42776,10219.165,1336.5256,329.90802
127.799995,297.9,181.60042,951.3922,273.53888,10202.935,1336.059,329.9516
132.2,297.9,180.93054,979.58875,276.03888,9778.235,1324.8975,331.64877
130.8,298.0,181.63936,982.29553,276.37222,9732.209,1323.313,331.93866
129.4,298.0,182.07933,986.09247,276.42776,9727.788,1323.0466,332.0091
128.1,298.0,182.29433,961.86633,276.48334,9725.936,1322.7798,332.0644
127.6,298.0,182.40445,978.7425,276.48334,9720.764,1322.7798,332.0749
127.40001,298.0,182.38817,980.9948,276.53888,9716.313,1322.5122,332.10873
127.2,298.0,182.83876,981.6073,276.53888,9711.147,1322.5122,332.10736
127.1,298.0,182.27243,957.70416,276.59445,9698.948,1322.244,332.14313
126.9,298.0,182.35341,981.06104,275.59445,9874.568,1326.9749,331.45972
126.7,298.0,181.1183,975.99536,273.42776,10247.858,1336.5256,329.98706
126.5,297.9,182.30145,979.7032,273.2611,10272.519,1337.2207,329.86765
126.4,297.9,181.4829,970.2008,273.20557,10282.023,1337.4512,329.83017
126.3,297.8,182.23656,941.8803,273.20557,10272.608,1337.4512,329.8166
126.2,297.7,182.17809,975.7187,273.0,10303.81,1338.2985,329.66647
126.2,297.9,172.05878,959.6811,273.15,10288.757,1337.681,329.77863
126.2,297.9,182.22359,979.7748,273.09445,10298.25,1337.9103,329.7572
126.1,297.9,182.10672,978.9989,273.0,10311.6045,1338.2985,329.685
126.1,297.9,182.07426,978.55035,273.0,10303.267,1338.2985,329.683
126.0,297.9,181.96391,977.4321,273.2611,10255.933,1337.2207,329.8533
126.0,297.9,181.99666,978.364,273.15,10280.448,1337.681,329.78134
126.1,297.9,181.82756,977.785,273.0,10308.826,1338.2985,329.6742
126.2,297.9,181.6848,946.1088,273.0,10303.267,1338.2985,329.66336
126.2,297.9,181.83315,973.8275,275.98334,9793.067,1325.1593,331.69458
126.3,298.0,181.82748,970.88086,278.7611,9319.539,1311.2913,333.62738
126.4,298.0,181.81009,957.6122,280.20557,9068.946,1303.4531,334.61813
126.5,298.0,183.48999,979.7434,283.03888,8583.471,1286.825,336.58972
126.6,298.0,179.9214,1037.6526,285.98334,8099.3154,1267.775,338.68228
126.6,298.0,182.2528,1061.0,287.48334,7861.767,1257.3727,339.7316
126.7,297.9,172.05818,1061.0,288.81668,7641.187,1247.7291,340.65833
126.7,297.8,181.92047,1061.0,286.37222,8029.169,1265.1234,338.9087
126.7,297.8,185.24036,983.9253,283.59445,8483.507,1283.369,336.92993
126.8,297.7,181.63287,967.5957,281.81668,8779.202,1294.202,335.67282
126.8,297.6,180.41537,1021.24164,282.70557,8625.658,1288.8677,336.2955
126.8,297.5,181.59071,942.241,279.98334,9077.042,1304.687,334.3647
126.9,297.5,180.86261,957.2672,276.92776,9602.106,1320.6216,332.19476
126.9,297.5,181.73743,972.1692,277.09445,9573.378,1319.8019,332.3269
126.8,297.6,181.63312,968.79297,277.31668,9541.339,1318.7001,332.52676
126.7,297.7,181.65886,966.29767,277.37222,9540.555,1318.4231,332.5868
126.7,297.6,180.42175,955.40967,277.53888,9505.562,1317.5881,332.7195
126.7,297.7,183.49448,979.3347,277.81668,9461.366,1316.184,332.93195
126.6,297.7,172.05818,1003.3733,276.65,9662.639,1321.9752,332.11334
126.6,297.8,179.0306,946.99255,276.2611,9733.506,1323.8436,331.82507
126.5,297.8,181.27586,972.15155,275.53888,9858.118,1327.2317,331.32623
126.5,297.9,181.59242,967.21,274.87222,9982.154,1330.2645,330.90283
126.5,297.9,181.2713,972.6826,275.42776,9883.711,1327.7434,331.25626
126.4,297.9,181.31529,945.0693,275.70557,9835.781,1326.4592,331.44833
126.4,298.0,181.37971,975.14514,276.53888,9698.207,1322.5122,332.0326
126.3,298.0,186.6463,980.88403,279.20557,9238.121,1308.9253,333.88232
126.3,298.0,181.42195,969.836,281.20557,8895.848,1297.7743,335.2915
126.3,298.1,185.96036,991.45966,283.37222,8535.447,1284.7592,336.83008
126.2,298.1,186.72412,993.01306,284.15,8407.65,1279.8489,337.36392
126.2,298.1,181.80838,972.8655,283.92776,8442.51,1281.2646,337.20804
126.2,298.0,185.26666,986.9872,283.31668,8541.33,1285.1051,336.7871
126.2,298.0,186.72697,994.4853,282.03888,8754.385,1292.8838,335.89767
126.3,298.0,186.71365,980.855,280.7611,8978.688,1300.3237,335.0139
126.3,297.9,181.99893,943.5905,278.81668,9301.397,1310.9978,333.65674
126.3,297.9,182.18663,970.7752,276.70557,9673.411,1321.7057,332.18646
126.3,297.8,181.59814,971.19653,276.48334,9695.146,1322.7798,331.99734
126.3,297.8,181.38417,971.13763,277.09445,9587.094,1319.8019,332.408
126.3,297.8,181.46872,962.0014,277.92776,9450.922,1315.6179,332.9914
126.2,297.8,172.05818,1060.9999,278.15,9415.098,1314.478,333.15253
126.2,297.8,172.05818,962.0587,277.59445,9500.844,1317.3086,332.7363
126.2,297.8,182.8574,975.77124,276.98334,9608.834,1320.349,332.3337
126.2,297.7,181.48976,951.67865,276.42776,9700.991,1323.0466,331.9515
126.1,297.7,181.58743,971.7233,275.42776,9876.136,1327.7434,331.2728
126.1,297.7,181.73982,966.36383,274.53888,10031.894,1331.7471,330.6793
126.1,297.7,181.45122,964.3393,274.70557,9995.158,1331.0087,330.77048
126.1,297.8,181.3083,972.4866,274.87222,9975.665,1330.2645,330.87628
126.1,297.8,181.12527,950.29706,275.03888,9941.616,1329.5148,330.9757
126.0,297.8,172.05823,939.0808,275.20557,9920.9,1328.7594,331.1132
126.0,297.9,181.38736,973.91284,275.37222,9903.899,1327.9984,331.23203
126.0,297.9,181.2434,972.07385,277.09445,9601.047,1319.8019,332.4066
126.0,298.0,181.42519,951.13824,279.03888,9269.242,1309.8173,333.76727
126.0,298.0,180.91263,1048.97,280.59445,9002.428,1301.2693,334.8315
126.0,298.1,182.20326,975.2074,282.81668,8631.065,1288.1893,336.4089
126.0,298.1,181.63254,973.5438,281.7611,8809.582,1294.5299,335.68213
126.0,298.1,180.27396,1035.5128,283.09445,8588.808,1286.4823,336.6245
126.0,298.1,186.7231,996.3882,281.53888,8845.007,1295.8353,335.51627
126.0,298.0,181.20964,969.941,280.03888,9097.495,1304.3794,334.45923
125.9,298.0,181.26656,968.57336,277.42776,9542.065,1318.1454,332.62473
125.9,298.0,180.96422,973.5676,275.59445,9864.014,1326.9749,331.3515
125.9,298.0,181.00972,974.5607,274.59445,10033.804,1331.5016,330.67334
125.9,298.0,180.8136,941.0774,273.65,10201.522,1335.59,330.0203
125.9,298.0,180.96704,945.2284,273.0,10309.932,1338.2985,329.59747
125.9,297.9,181.006,954.8722,273.0,10300.484,1338.2985,329.59656
125.9,297.9,181.00969,944.70776,273.0,10303.267,1338.2985,329.59695
125.9,297.9,180.91234,950.78467,273.0,10306.047,1338.2985,329.58453
125.9,297.9,180.50371,949.4706,273.0,10303.267,1338.2985,329.54944
125.8,297.9,180.84062,945.2103,273.0,10306.047,1338.2985,329.58417
125.8,297.9,180.56792,965.9276,273.0,10311.6045,1338.2985,329.61243
125.8,297.9,180.85748,944.97925,273.0,10303.267,1338.2985,329.58804
125.8,298.0,180.68515,946.4732,273.0,10307.149,1338.2985,329.5806
125.9,298.1,180.63927,975.91864,273.0,10316.595,1338.2985,329.5806
