Brine_p,brine_t,brinein_m1,pumpspeed,AmbientT,gross_p,pumpcost,brineout_T
127.1,297.2,172.05818,931.1887,274.53888,9648.418,1231.3175,330.6793
127.1,297.2,172.06615,931.1254,274.70557,9620.6455,1230.6012,330.77048
127.1,297.2,172.05818,931.22046,274.87222,9585.951,1229.8795,330.87628
127.1,297.2,172.05948,931.2597,275.03888,9554.735,1229.1523,330.9757
127.0,297.2,181.44019,998.7118,275.20557,9527.456,1228.4197,331.1132
127.0,297.2,172.05824,931.27106,275.37222,9498.699,1227.6815,331.23203
127.0,297.2,172.05818,931.8563,277.09445,9203.525,1219.7319,332.4066
127.0,297.3,172.05934,935.4592,279.03888,8867.575,1210.0492,333.76727
126.9,297.3,172.05821,936.6646,280.59445,8597.311,1201.7603,334.8315
126.9,297.3,172.05826,935.7007,282.81668,8225.077,1189.0784,336.4089
126.9,297.3,172.05818,935.6634,281.7611,8401.407,1195.2258,335.68213
126.9,297.3,180.10959,992.9449,283.09445,8172.9355,1187.4235,336.6245
126.9,297.3,181.12514,999.8406,281.53888,8437.02,1196.4916,335.51627
127.0,297.2,172.05818,932.9024,280.03888,8690.441,1204.7761,334.45923
127.0,297.2,172.05818,932.6615,277.42776,9141.75,1218.1255,332.62473
127.0,297.2,172.05823,931.33356,275.59445,9463.353,1226.6887,331.3515
127.0,297.2,172.05818,931.063,274.59445,9638.17,1231.0793,330.67334
127.0,297.2,172.15598,932.0535,273.65,9803.833,1235.0449,330.0203
127.0,297.2,172.06525,930.6817,273.0,9918.373,1237.6721,329.59747
127.0,297.2,172.05818,930.6453,273.0,9919.913,1237.6721,329.59656
127.0,297.2,172.05818,930.6384,273.0,9920.17,1237.6721,329.59695
127.0,297.2,172.05818,930.6146,273.0,9918.887,1237.6721,329.58453
127.0,297.2,172.05997,930.61884,273.0,9911.694,1237.6721,329.54944
127.0,297.3,172.05849,932.7023,273.0,9927.412,1237.6721,329.58417
127.0,297.3,172.6406,936.75653,273.0,9926.643,1237.6721,329.61243
127.0,297.3,172.05818,932.505,273.0,9924.59,1237.6721,329.58804
127.0,297.3,172.05818,932.50085,273.0,9923.819,1237.6721,329.5806
127.0,297.3,172.05826,932.5759,273.0,9924.333,1237.6721,329.5806
